API,class,stress,level,initial_API,initial_deg,stressed_API_true,stressed_deg_true,stressed_API_meas,stressed_deg_meas
Run_335,small_volatile,thermal,mid,100.50,0.32,85.30,13.04,84.45,12.59
Run_336,small_volatile,photolysis,low,99.14,0.48,96.33,2.88,97.00,3.23
Run_337,peptide,thermal,high,99.98,0.18,76.86,23.30,76.91,22.79
Run_338,small_nonvolatile,base,high,98.78,0.32,70.48,28.61,71.27,28.37
Run_339,small_volatile,photolysis,low,99.78,0.40,95.85,3.68,95.06,3.37
Run_340,small_nonvolatile,base,high,100.84,0.38,68.84,32.39,68.67,32.42
Run_341,small_nonvolatile,photolysis,low,100.18,0.74,95.41,5.50,95.61,4.94
Run_342,peptide,thermal,mid,100.19,0.81,86.69,14.32,87.24,14.18
Run_343,small_nonvolatile,photolysis,mid,99.88,0.77,92.46,8.19,92.86,8.11
Run_344,peptide,oxidation,mid,100.08,0.23,84.34,15.97,83.75,16.23
Run_345,peptide,base,low,99.48,0.64,96.11,4.01,95.61,2.97
Run_346,small_volatile,base,high,99.77,0.88,61.96,38.69,62.20,38.54
Run_347,peptide,oxidation,low,99.35,0.33,94.57,5.11,94.57,4.83
Run_348,small_volatile,photolysis,high,100.33,0.81,55.61,45.52,55.76,46.10
Run_349,peptide,oxidation,mid,99.79,0.42,84.60,15.61,84.31,16.25
Run_350,peptide,thermal,low,100.60,0.16,95.30,5.46,94.76,5.69
Run_351,peptide,oxidation,high,99.87,0.62,58.59,41.90,57.94,42.71
Run_352,peptide,base,mid,100.94,0.49,83.38,18.04,83.43,12.12
Run_353,peptide,photolysis,high,100.01,0.36,64.30,36.08,64.81,37.68
Run_354,small_volatile,thermal,mid,100.34,0.13,84.65,14.04,84.97,13.74
Run_355,small_volatile,base,high,100.73,0.98,65.82,35.90,65.49,36.60
Run_356,peptide,acid,high,100.75,0.48,73.96,27.28,73.10,26.96
Run_357,small_nonvolatile,thermal,low,100.40,0.69,97.84,3.25,97.69,2.85
Run_358,small_nonvolatile,acid,high,99.88,0.76,54.27,46.37,54.35,46.64
Run_359,peptide,photolysis,high,99.81,0.38,79.48,20.70,79.03,21.53
Run_360,small_volatile,acid,low,99.96,0.54,95.91,3.79,96.72,4.11
Run_361,small_volatile,base,low,99.96,0.67,95.02,5.11,95.64,5.26
Run_362,small_volatile,oxidation,low,99.74,0.61,97.79,2.30,97.65,2.22
Run_363,small_volatile,oxidation,high,100.30,0.20,54.10,46.40,54.12,46.04
Run_364,small_volatile,acid,low,100.04,0.13,95.84,4.32,95.78,5.20
Run_365,peptide,oxidation,high,99.72,0.43,72.79,27.36,72.66,28.05
Run_366,small_nonvolatile,base,mid,99.73,0.20,85.30,14.62,85.28,14.54
Run_367,peptide,thermal,mid,99.06,0.64,79.00,20.70,78.91,14.97
Run_368,small_volatile,oxidation,mid,99.81,0.40,94.72,5.50,94.42,5.57
Run_369,small_nonvolatile,photolysis,high,100.32,0.21,68.63,31.89,68.42,31.18
Run_370,small_volatile,acid,mid,100.54,0.59,84.98,16.15,85.27,10.78
Run_371,small_nonvolatile,acid,low,99.60,0.31,98.30,1.62,98.09,1.37
Run_372,small_volatile,oxidation,low,99.88,0.15,97.68,2.03,99.15,0.85
Run_373,small_volatile,photolysis,high,99.38,0.37,51.10,48.65,51.12,47.79
Run_374,small_volatile,photolysis,low,100.71,0.37,95.46,5.61,95.73,5.41
Run_375,small_volatile,photolysis,mid,99.66,0.39,81.40,18.65,82.16,18.70
Run_376,small_volatile,acid,mid,99.27,0.61,91.43,8.44,91.72,8.10
Run_377,small_nonvolatile,base,mid,100.29,0.69,89.69,11.29,89.07,11.16
Run_378,small_volatile,photolysis,low,100.04,0.41,95.18,5.27,94.65,4.60
Run_379,small_nonvolatile,oxidation,high,99.88,0.13,55.33,44.68,55.14,44.39
Run_380,peptide,photolysis,high,100.43,0.90,61.15,40.17,60.99,40.66
Run_381,small_nonvolatile,photolysis,mid,100.57,0.66,83.93,17.30,85.03,17.56
Run_382,small_nonvolatile,base,low,99.66,0.11,95.92,3.85,96.32,4.66
Run_383,small_nonvolatile,base,low,99.28,0.95,94.88,5.35,95.55,5.39
Run_384,small_nonvolatile,thermal,high,100.75,0.86,48.05,53.56,47.29,54.01
Run_385,small_volatile,thermal,low,100.65,0.95,99.21,2.38,99.41,2.33
Run_386,peptide,acid,low,99.96,0.15,97.18,2.93,98.00,3.22
Run_387,small_volatile,base,high,98.35,0.57,65.80,33.13,66.10,32.67
Run_388,small_nonvolatile,photolysis,high,100.38,0.56,58.06,42.87,58.26,43.77
Run_389,small_volatile,oxidation,low,99.97,0.38,96.34,4.00,96.64,3.81
Run_390,small_volatile,oxidation,mid,100.38,0.76,92.27,8.15,93.24,7.12
Run_391,small_nonvolatile,acid,low,99.98,0.46,96.10,4.35,95.53,4.70
Run_392,small_volatile,photolysis,mid,100.13,0.88,86.66,13.38,87.00,13.23
Run_393,small_nonvolatile,base,low,100.01,0.67,97.07,3.61,97.40,4.02
Run_394,small_nonvolatile,thermal,low,100.15,0.14,97.85,2.44,97.09,1.94
Run_395,peptide,base,mid,99.67,0.62,89.66,10.64,89.38,10.41
Run_396,small_nonvolatile,acid,low,99.69,0.29,94.52,5.47,93.77,6.18
Run_397,small_volatile,acid,high,100.60,0.32,77.43,23.49,77.94,22.24
Run_398,small_volatile,base,mid,100.17,0.91,82.58,18.50,82.36,13.80
Run_399,small_volatile,base,high,99.51,0.61,61.42,38.70,60.65,38.43
Run_400,small_volatile,acid,high,99.54,0.66,79.98,20.22,80.24,20.48
Run_401,small_nonvolatile,oxidation,high,99.87,0.93,58.08,42.72,58.01,42.95
Run_402,small_volatile,acid,high,99.10,0.75,67.02,32.82,67.43,33.07
Run_403,peptide,acid,mid,99.74,0.77,81.57,18.94,81.89,18.87
Run_404,small_volatile,acid,mid,99.76,0.78,91.93,7.09,91.70,6.95
Run_405,small_nonvolatile,photolysis,low,100.75,0.89,96.39,5.25,96.76,4.11
Run_406,small_nonvolatile,photolysis,low,100.58,0.51,95.89,5.20,96.19,4.97
Run_407,peptide,base,high,100.31,0.34,71.08,29.57,70.62,29.32
Run_408,peptide,acid,mid,100.51,0.13,79.47,21.17,78.57,14.77
Run_409,peptide,base,high,99.80,0.52,46.98,53.34,47.12,52.79
Run_410,small_volatile,acid,low,99.93,0.96,95.20,5.69,95.65,5.28
Run_411,small_volatile,photolysis,high,100.37,0.42,53.12,47.68,53.42,47.84
Run_412,small_volatile,acid,high,100.55,0.90,70.31,31.14,70.31,32.05
Run_413,peptide,base,high,99.51,0.43,60.08,39.86,59.77,38.51
Run_414,peptide,acid,mid,99.91,0.39,82.66,17.64,83.11,17.77
Run_415,small_volatile,base,low,99.69,0.35,95.06,4.34,94.93,4.28
Run_416,small_volatile,thermal,mid,99.90,0.59,81.37,19.13,82.21,14.07
Run_417,small_nonvolatile,acid,high,99.84,0.17,66.64,33.37,66.55,33.74
Run_418,small_nonvolatile,oxidation,mid,99.41,0.78,91.36,8.83,91.29,9.40
Run_419,peptide,oxidation,low,99.02,0.19,96.56,2.65,96.68,2.46
Run_420,small_volatile,photolysis,high,100.92,0.95,60.04,39.00,60.48,38.72
Run_421,small_volatile,acid,mid,99.82,0.14,87.73,12.23,87.35,13.27
Run_422,small_nonvolatile,acid,low,99.45,0.26,95.86,3.85,96.40,3.61
Run_423,peptide,photolysis,low,99.55,0.94,96.57,3.92,96.20,3.80
Run_424,small_nonvolatile,base,low,99.64,0.23,95.16,4.71,95.37,4.61
Run_425,peptide,oxidation,mid,100.87,0.95,82.82,19.00,82.59,18.14
Run_426,peptide,acid,high,100.10,0.80,62.82,38.08,62.47,38.22
Run_427,small_volatile,oxidation,low,99.83,0.50,95.73,4.60,96.02,3.68
Run_428,peptide,oxidation,mid,100.13,0.34,85.27,15.20,85.56,15.28
Run_429,small_nonvolatile,base,mid,99.98,0.82,89.67,11.12,90.00,10.81
Run_430,small_volatile,acid,high,100.66,0.88,65.32,36.22,65.42,35.58
Run_431,small_nonvolatile,base,high,100.08,0.23,64.41,35.90,64.03,36.23
Run_432,small_nonvolatile,oxidation,mid,99.49,0.46,82.38,17.57,82.43,17.36
Run_433,small_volatile,base,high,99.73,0.23,62.81,37.16,62.29,38.00
Run_434,peptide,thermal,mid,101.00,0.86,93.64,8.22,93.50,6.92
Run_435,peptide,thermal,mid,99.78,0.53,81.12,19.19,81.31,13.05
Run_436,small_volatile,thermal,high,100.78,0.62,64.80,32.45,64.66,32.98
Run_437,small_volatile,base,low,100.30,0.68,97.24,3.74,96.55,4.51
Run_438,peptide,oxidation,low,100.10,0.85,98.07,2.88,97.97,3.25
Run_439,small_nonvolatile,oxidation,mid,99.76,0.22,91.79,8.19,92.06,8.77
Run_440,small_nonvolatile,acid,mid,99.98,0.74,85.66,15.07,86.20,14.60
Run_441,peptide,oxidation,high,99.53,0.11,67.30,32.34,67.90,31.97
Run_442,peptide,base,mid,99.98,0.20,89.07,11.12,88.47,10.98
Run_443,small_nonvolatile,base,high,100.57,0.73,58.41,42.89,57.38,42.81
Run_444,peptide,base,low,99.81,0.71,97.86,2.65,97.34,3.32
Run_445,small_nonvolatile,base,mid,99.50,0.94,81.42,19.03,81.01,18.83
Run_446,small_volatile,photolysis,low,100.18,0.77,96.86,4.09,96.98,4.38
Run_447,small_nonvolatile,oxidation,low,100.16,0.40,95.50,5.06,95.48,5.06
Run_448,small_nonvolatile,acid,low,99.38,0.35,95.09,4.64,95.87,4.56
Run_449,peptide,oxidation,low,99.40,0.36,96.21,3.55,96.85,3.62
Run_450,small_nonvolatile,base,low,99.41,0.11,94.98,4.54,95.61,4.11
Run_451,small_volatile,acid,low,100.78,0.55,99.23,1.75,99.26,2.18
Run_452,small_nonvolatile,oxidation,low,100.01,0.27,97.32,2.96,97.31,2.85
Run_453,peptide,thermal,high,99.91,0.47,54.98,45.40,54.94,45.62
Run_454,small_volatile,oxidation,mid,99.86,0.20,82.51,17.55,82.46,17.79
Run_455,small_nonvolatile,acid,mid,99.91,0.55,93.16,7.30,93.01,6.99
Run_456,small_nonvolatile,photolysis,mid,99.63,0.12,80.67,19.08,80.63,18.95
Run_457,small_nonvolatile,thermal,mid,100.77,0.20,88.79,12.17,88.83,11.97
Run_458,peptide,acid,high,99.67,0.24,53.71,46.19,53.92,46.43
Run_459,small_nonvolatile,photolysis,low,99.65,0.70,95.20,5.15,94.92,5.32
Run_460,peptide,thermal,mid,100.13,0.30,80.22,20.21,81.07,19.89
Run_461,small_nonvolatile,base,high,99.81,0.75,58.57,41.99,58.35,42.02
Run_462,small_volatile,photolysis,high,99.10,1.00,77.45,22.65,77.43,23.31
Run_463,small_nonvolatile,base,mid,100.76,0.45,87.28,13.93,87.17,14.54
Run_464,peptide,acid,high,100.42,0.67,67.60,33.48,66.48,33.14
Run_465,peptide,thermal,mid,99.16,0.65,83.81,16.00,83.32,16.16
Run_466,peptide,thermal,high,99.97,0.55,55.10,45.42,55.43,45.12
Run_467,peptide,base,low,100.43,0.83,96.81,4.45,97.61,3.63
Run_468,small_nonvolatile,photolysis,low,99.11,0.68,97.64,2.16,97.11,2.69
Run_469,small_volatile,photolysis,high,99.56,0.35,57.94,34.28,56.90,33.82
Run_470,small_nonvolatile,photolysis,mid,99.66,0.58,80.55,19.69,80.23,19.78
Run_471,peptide,base,low,100.13,0.44,97.11,3.46,97.21,2.35
Run_472,small_nonvolatile,photolysis,low,99.73,0.84,95.41,5.16,95.15,5.28
Run_473,peptide,oxidation,mid,99.91,0.67,91.00,9.58,91.31,9.67
Run_474,small_volatile,oxidation,mid,100.33,0.88,87.65,11.63,87.67,12.30
Run_475,peptide,thermal,mid,100.47,0.17,83.04,17.60,83.42,17.41
Run_476,peptide,acid,high,100.58,0.37,57.47,43.48,56.49,43.06
Run_477,peptide,oxidation,mid,99.63,0.57,92.54,7.66,92.27,7.27
Run_478,small_volatile,thermal,high,100.08,0.26,76.64,23.70,76.24,24.10
Run_479,small_nonvolatile,oxidation,low,100.16,0.54,95.81,4.89,95.43,5.57
Run_480,small_nonvolatile,thermal,high,100.26,0.31,54.11,46.47,54.46,46.76
Run_481,small_nonvolatile,acid,low,100.36,0.45,97.60,3.22,97.80,3.53
Run_482,small_nonvolatile,photolysis,mid,100.01,0.30,94.65,5.67,94.56,5.03
Run_483,small_nonvolatile,base,low,101.18,0.33,98.23,3.28,99.40,3.01
Run_484,peptide,base,low,99.12,0.48,95.13,4.47,95.16,4.75
Run_485,small_volatile,acid,mid,100.00,0.52,91.36,8.57,90.97,6.11
Run_486,small_volatile,photolysis,mid,99.55,0.69,85.49,14.74,85.62,15.27
Run_487,small_volatile,photolysis,mid,99.82,0.62,89.74,10.70,90.17,11.41
Run_488,peptide,oxidation,low,100.72,0.16,96.90,3.98,96.55,3.99
Run_489,small_nonvolatile,thermal,high,100.14,0.82,66.12,34.84,66.54,35.27
Run_490,small_nonvolatile,oxidation,mid,100.23,0.82,85.47,15.58,85.86,15.37
Run_491,peptide,acid,high,100.11,0.91,72.20,28.81,72.00,28.88
Run_492,small_nonvolatile,base,low,100.18,0.22,98.21,2.18,97.75,2.08
Run_493,small_nonvolatile,photolysis,low,100.27,0.92,96.03,5.16,96.05,5.66
Run_494,small_nonvolatile,photolysis,low,100.24,0.25,95.78,4.70,96.07,4.21
Run_495,peptide,photolysis,high,100.10,0.99,54.78,46.31,54.76,46.91
Run_496,peptide,oxidation,mid,99.81,0.14,91.65,8.30,91.06,8.27
Run_497,small_volatile,photolysis,high,100.20,0.74,75.94,25.00,75.85,24.47
Run_498,small_nonvolatile,thermal,high,99.42,0.55,61.80,38.16,61.75,38.41
Run_499,small_volatile,photolysis,high,99.77,0.75,72.24,28.28,71.84,28.97
Run_500,peptide,oxidation,high,100.01,0.94,60.45,40.51,59.57,40.83
Run_501,small_volatile,acid,high,100.43,0.97,70.39,31.00,70.06,31.31
Run_502,small_nonvolatile,photolysis,low,99.82,0.50,95.97,4.36,96.46,4.81
Run_503,peptide,photolysis,high,99.91,0.62,56.06,44.47,55.93,44.76
Run_504,small_nonvolatile,acid,mid,100.18,0.57,93.00,7.75,93.41,7.94
Run_505,small_volatile,base,high,100.41,0.64,71.16,29.89,71.57,30.14
Run_506,small_volatile,thermal,mid,99.11,0.74,83.51,16.33,83.21,16.01
Run_507,small_volatile,base,low,100.23,0.82,95.42,5.63,95.71,5.68
Run_508,small_nonvolatile,oxidation,mid,100.05,0.94,82.22,18.77,82.21,18.44
Run_509,peptide,acid,low,99.88,0.95,98.79,2.04,99.00,1.28
Run_510,peptide,oxidation,high,99.76,0.80,59.27,41.29,59.26,41.26
Run_511,small_volatile,acid,mid,100.47,0.56,92.63,8.41,92.56,7.98
Run_512,small_volatile,thermal,mid,100.72,0.12,83.63,17.20,82.07,17.29
Run_513,small_nonvolatile,photolysis,mid,100.37,0.73,94.03,7.07,93.65,6.95
Run_514,small_nonvolatile,acid,high,99.45,0.98,49.17,51.26,49.96,51.51
Run_515,small_volatile,thermal,high,100.32,0.91,58.33,38.88,58.27,38.47
Run_516,peptide,oxidation,mid,100.01,0.37,81.78,18.61,81.39,17.55
Run_517,small_nonvolatile,thermal,mid,100.53,0.60,82.81,18.32,82.26,18.45
Run_518,small_nonvolatile,acid,low,100.05,0.70,95.46,5.30,94.64,4.98
Run_519,peptide,acid,high,99.66,0.90,64.04,36.51,63.74,36.55
Run_520,peptide,acid,high,99.55,0.75,56.77,43.54,57.15,43.48
Run_521,small_volatile,thermal,mid,100.24,0.89,89.58,11.54,89.66,11.34
Run_522,peptide,thermal,mid,100.06,0.63,89.10,11.59,89.60,11.19
Run_523,small_volatile,acid,low,100.23,0.33,95.60,4.96,96.23,5.41
Run_524,small_nonvolatile,photolysis,mid,98.64,0.24,79.63,19.25,79.69,18.81
Run_525,peptide,oxidation,low,100.08,0.13,97.55,2.66,97.07,2.38
Run_526,small_nonvolatile,oxidation,low,99.75,0.37,96.90,3.22,96.88,2.95
Run_527,small_nonvolatile,thermal,high,101.31,0.32,60.90,40.73,60.89,40.64
Run_528,small_nonvolatile,thermal,high,100.23,0.54,75.87,24.90,76.21,24.16
Run_529,small_volatile,base,mid,99.89,0.92,82.06,18.76,81.25,18.54
Run_530,small_nonvolatile,acid,mid,100.06,0.51,80.92,19.65,81.16,19.70
Run_531,small_nonvolatile,acid,high,100.15,0.54,50.86,49.84,50.09,49.58
Run_532,small_nonvolatile,acid,mid,99.58,0.58,93.17,6.99,94.10,6.62
Run_533,small_volatile,photolysis,mid,100.08,0.82,89.04,11.86,89.64,11.86
Run_534,peptide,acid,mid,99.78,0.87,94.05,6.60,93.87,7.51
Run_535,peptide,oxidation,low,98.88,0.93,97.60,2.21,97.84,2.22
Run_536,peptide,photolysis,low,100.00,0.84,97.52,3.32,97.43,4.05
Run_537,small_nonvolatile,thermal,high,100.16,0.81,61.73,39.25,61.02,39.89
Run_538,small_nonvolatile,base,high,100.13,0.73,51.20,49.66,51.94,49.43
Run_539,peptide,oxidation,mid,101.67,0.97,95.16,7.48,95.38,7.29
Run_540,small_volatile,thermal,high,99.74,0.13,66.16,33.71,66.50,33.31
Run_541,peptide,acid,low,100.04,0.77,97.81,2.99,97.31,2.62
Run_542,small_nonvolatile,oxidation,mid,99.87,0.89,86.04,14.73,86.82,14.39
Run_543,small_volatile,photolysis,low,99.51,0.45,97.89,1.72,98.02,1.63
Run_544,peptide,acid,low,99.98,0.43,96.51,3.89,95.90,3.89
Run_545,peptide,photolysis,mid,100.32,0.66,93.53,7.45,93.93,7.17
Run_546,small_volatile,acid,high,99.56,0.55,51.16,48.94,50.77,48.55
Run_547,small_nonvolatile,thermal,high,99.71,0.19,77.98,21.91,77.33,22.37
Run_548,peptide,acid,mid,100.32,0.47,82.14,18.64,82.09,12.76
Run_549,small_volatile,thermal,high,99.94,0.51,67.63,32.82,67.16,32.18
Run_550,small_nonvolatile,thermal,low,100.86,0.31,99.68,1.49,99.42,1.36
Run_551,peptide,acid,mid,99.84,0.22,80.99,19.06,80.09,18.24
Run_552,small_nonvolatile,acid,low,101.03,0.11,99.81,1.33,99.59,0.89
Run_553,small_nonvolatile,base,low,99.10,0.67,95.43,4.33,96.39,3.85
Run_554,peptide,base,mid,99.90,0.94,91.42,9.42,90.89,9.38
Run_555,small_volatile,thermal,high,99.47,0.78,80.36,19.89,80.11,20.02
Run_556,peptide,thermal,low,100.00,0.76,96.39,4.37,96.58,5.19
Run_557,small_nonvolatile,base,high,100.37,0.49,47.02,53.84,47.17,54.17
Run_558,peptide,thermal,low,100.35,0.24,96.03,4.56,95.72,4.07
Run_559,small_volatile,oxidation,low,100.14,0.48,96.42,4.21,96.13,3.25
Run_560,peptide,oxidation,mid,100.83,0.47,91.79,9.51,91.92,9.51
Run_561,small_nonvolatile,base,low,99.83,0.85,96.03,4.65,95.99,4.18
Run_562,small_nonvolatile,base,high,100.16,0.50,72.86,27.80,73.03,28.10
Run_563,small_nonvolatile,base,high,100.25,0.14,71.55,28.84,71.19,28.30
Run_564,peptide,photolysis,low,100.07,0.21,94.97,5.32,95.21,5.25
Run_565,peptide,thermal,high,100.20,0.15,66.63,33.72,65.94,34.44
Run_566,peptide,acid,mid,99.91,0.96,81.49,19.38,81.54,19.51
Run_567,small_nonvolatile,photolysis,high,100.49,0.49,62.73,38.25,62.54,38.43
Run_568,small_volatile,acid,high,99.33,0.61,62.75,32.46,62.05,31.76
Run_569,peptide,oxidation,low,100.21,0.95,96.55,4.61,96.26,5.02
Run_570,peptide,oxidation,mid,100.59,0.62,81.96,19.25,81.87,18.61
Run_571,peptide,acid,mid,100.48,0.64,81.67,19.45,82.01,19.12
Run_572,small_volatile,oxidation,low,99.70,0.89,98.22,2.37,98.00,2.65
Run_573,small_volatile,photolysis,mid,99.09,0.29,89.23,10.14,89.57,9.42
Run_574,small_nonvolatile,thermal,high,99.99,0.20,58.07,42.13,59.03,42.03
Run_575,small_volatile,oxidation,high,99.96,0.60,52.45,48.10,52.69,48.21
Run_576,small_volatile,thermal,mid,100.06,0.86,88.71,10.88,88.73,11.31
Run_577,small_volatile,acid,low,100.69,0.92,99.08,2.53,99.38,2.72
Run_578,small_nonvolatile,photolysis,low,100.81,0.90,97.54,4.17,96.90,4.03
Run_579,peptide,oxidation,low,100.13,0.39,98.19,2.33,97.73,1.85
Run_580,small_nonvolatile,oxidation,mid,100.26,0.28,87.45,13.09,86.95,12.81
Run_581,small_volatile,oxidation,high,99.77,0.22,78.71,21.28,78.68,21.99
Run_582,small_volatile,acid,high,99.90,0.73,73.22,27.41,73.65,26.59
Run_583,small_nonvolatile,acid,low,100.28,0.86,97.41,3.74,97.72,3.92
Run_584,small_nonvolatile,acid,high,99.25,0.73,71.68,28.29,72.06,27.72
Run_585,small_volatile,photolysis,mid,99.71,0.53,91.34,7.26,91.18,7.25
Run_586,peptide,thermal,low,100.36,0.95,97.20,4.12,97.41,4.42
Run_587,small_nonvolatile,base,high,99.53,0.52,48.31,51.74,47.94,52.82
Run_588,peptide,acid,mid,99.87,0.34,90.66,9.54,90.88,9.50
Run_589,peptide,acid,high,100.50,0.16,71.84,28.82,71.81,29.06
Run_590,small_volatile,acid,high,100.00,0.43,73.63,26.81,73.23,25.94
Run_591,peptide,acid,mid,100.31,0.82,87.21,13.92,87.59,13.94
Run_592,peptide,acid,mid,99.90,0.76,82.10,18.55,81.64,18.57
Run_593,small_volatile,acid,mid,100.55,0.78,88.16,13.17,87.81,12.64
Run_594,peptide,photolysis,low,99.86,0.47,96.81,3.52,97.06,3.73
Run_595,peptide,acid,low,99.61,0.36,94.28,5.69,94.83,6.12
Run_596,peptide,oxidation,low,99.98,0.16,95.39,4.76,95.47,4.65
Run_597,small_volatile,base,high,99.16,0.40,53.04,41.47,52.81,41.43
Run_598,small_nonvolatile,oxidation,high,99.37,0.33,55.20,44.50,55.96,45.14
Run_599,small_volatile,oxidation,high,99.13,0.81,64.32,30.78,64.70,30.15
Run_600,small_volatile,oxidation,low,100.43,0.19,97.79,2.83,98.02,2.49
Run_601,small_volatile,photolysis,high,100.10,0.70,65.98,34.82,66.09,34.73
Run_602,small_volatile,photolysis,high,100.04,0.54,71.59,28.99,72.35,28.79
Run_603,small_nonvolatile,thermal,high,100.69,0.35,73.10,27.94,73.51,26.93
Run_604,small_nonvolatile,base,low,99.42,0.18,95.02,4.58,94.86,4.21
Run_605,small_volatile,acid,low,99.03,0.70,97.75,1.98,97.94,2.22
Run_606,small_nonvolatile,oxidation,low,100.18,0.97,96.32,4.83,95.81,5.26
Run_607,peptide,acid,high,100.32,0.82,66.04,35.10,66.05,34.87
Run_608,peptide,thermal,high,100.44,0.92,49.48,51.88,49.58,52.01
Run_609,small_volatile,photolysis,mid,100.14,0.14,92.41,7.87,92.27,5.48
Run_610,peptide,acid,high,100.96,0.14,76.80,24.30,76.71,24.30
Run_611,small_volatile,thermal,high,100.97,0.21,63.29,37.90,63.11,37.72
Run_612,small_nonvolatile,acid,low,100.36,0.81,97.39,3.78,98.06,4.05
Run_613,small_nonvolatile,thermal,low,101.17,0.18,97.75,3.60,97.01,2.85
Run_614,small_nonvolatile,base,high,100.03,0.91,78.04,22.91,78.66,23.14
Run_615,small_volatile,thermal,mid,100.02,0.72,81.66,19.08,81.26,18.93
Run_616,small_volatile,acid,low,100.46,0.99,96.91,3.95,97.06,4.56
Run_617,small_volatile,oxidation,low,100.41,0.66,98.13,2.94,99.01,3.25
Run_618,small_nonvolatile,oxidation,mid,99.38,0.53,87.52,12.39,88.17,11.72
Run_619,peptide,oxidation,low,100.98,0.17,98.95,2.20,99.03,1.20
Run_620,small_nonvolatile,thermal,mid,99.83,0.45,82.44,17.83,82.36,17.22
Run_621,small_volatile,base,mid,99.49,0.12,85.98,11.71,85.81,11.26
Run_622,small_volatile,thermal,mid,99.69,0.62,92.13,8.18,92.01,7.08
Run_623,small_volatile,thermal,high,99.31,0.94,59.09,34.34,58.67,34.10
Run_624,small_nonvolatile,acid,mid,99.73,0.84,85.24,15.33,85.03,15.79
Run_625,peptide,base,mid,99.39,0.30,86.61,13.09,85.49,13.34
Run_626,small_volatile,base,high,99.79,0.75,72.51,28.04,72.23,27.75
Run_627,small_nonvolatile,photolysis,mid,98.88,0.66,88.33,11.21,88.87,10.43
Run_628,peptide,photolysis,low,99.43,0.35,97.37,2.41,97.48,1.88
Run_629,small_volatile,thermal,mid,100.53,0.30,86.46,14.37,86.68,14.04
Run_630,small_nonvolatile,acid,high,100.23,0.46,65.59,35.10,66.30,36.05
Run_631,small_nonvolatile,photolysis,low,100.58,0.64,96.49,4.73,97.34,5.04
Run_632,small_volatile,oxidation,low,100.18,0.55,97.82,2.91,98.01,4.13
Run_633,small_volatile,photolysis,low,99.02,0.54,96.12,2.92,96.27,1.99
Run_634,peptide,base,mid,99.44,0.11,81.37,18.18,81.12,17.74
Run_635,small_nonvolatile,oxidation,mid,100.21,0.90,87.82,13.29,87.98,9.71
Run_636,peptide,thermal,high,100.25,0.71,75.09,25.86,75.11,26.02
Run_637,peptide,thermal,low,100.71,0.99,95.54,6.16,95.81,6.25
Run_638,peptide,photolysis,high,101.04,0.14,70.96,30.22,71.59,30.32
Run_639,small_nonvolatile,acid,mid,100.39,0.67,87.40,13.66,87.50,13.06
Run_640,small_nonvolatile,oxidation,high,100.14,0.77,53.47,47.44,53.83,47.08
Run_641,small_volatile,oxidation,high,100.02,0.92,55.97,44.97,55.62,45.45
Run_642,small_nonvolatile,acid,low,99.48,0.72,94.63,5.57,94.59,5.79
Run_643,small_volatile,thermal,high,99.77,0.34,52.54,47.58,52.41,47.78
Run_644,small_volatile,oxidation,low,99.92,0.83,96.44,4.31,96.57,4.27
Run_645,small_nonvolatile,acid,low,100.04,0.51,97.99,2.56,97.98,2.87
Run_646,small_nonvolatile,oxidation,mid,99.74,0.72,90.50,9.96,90.99,9.89
Run_647,small_volatile,acid,mid,100.46,0.55,82.04,16.30,81.45,16.44
Run_648,small_volatile,acid,mid,100.74,0.88,87.96,13.65,88.18,14.30
Run_649,small_nonvolatile,photolysis,high,99.86,0.86,72.58,28.14,72.89,28.56
Run_650,peptide,photolysis,mid,101.00,0.78,81.71,20.08,80.90,19.61
Run_651,small_volatile,acid,low,99.27,0.69,96.42,3.54,96.13,4.17
Run_652,small_nonvolatile,base,low,100.39,0.48,97.47,3.40,97.96,3.03
Run_653,small_nonvolatile,oxidation,low,100.98,0.87,99.89,1.95,99.50,1.73
Run_654,small_nonvolatile,acid,mid,100.15,0.45,94.07,6.53,94.20,5.87
Run_655,small_volatile,photolysis,low,99.63,0.74,95.26,4.32,94.89,4.97
Run_656,peptide,base,mid,100.04,0.30,87.65,12.69,87.48,12.84
